lng,lat,elevation,resolution
33.2488,2.3264,1049.9164,152.7032
33.2488,2.3265,1050.062,152.7032
33.2488,2.3266,1050.2076,152.7032
33.2488,2.3267,1050.3533,152.7032
33.2488,2.3268,1050.4989,152.7032
33.2488,2.3269,1050.6445,152.7032
33.2488,2.327,1050.7902,152.7032
33.2488,2.3271,1050.8508,152.7032
33.2488,2.3272,1050.8508,152.7032
33.2488,2.3273,1050.8508,152.7032
33.2488,2.3274,1050.8508,152.7032
33.2488,2.3275,1050.8508,152.7032
33.2488,2.3276,1050.8508,152.7032
33.2488,2.3277,1050.8508,152.7032
33.2488,2.3278,1050.843,152.7032
33.2488,2.3279,1050.8322,152.7032
33.2488,2.328,1050.8213,152.7032
33.2488,2.3281,1050.8104,152.7032
33.2488,2.3282,1050.7996,152.7032
33.2488,2.3283,1050.7887,152.7032
33.2488,2.3284,1050.7778,152.7032
33.2488,2.3285,1050.7762,152.7032
33.2488,2.3286,1050.7762,152.7032
33.2488,2.3287,1050.7762,152.7032
33.2488,2.3288,1050.7762,152.7032
33.2488,2.3289,1050.7762,152.7032
33.2488,2.329,1050.7762,152.7032
33.2488,2.3291,1050.7762,152.7032
33.2488,2.3292,1050.7976,152.7032
33.2488,2.3293,1050.8193,152.7032
33.2488,2.3294,1050.8411,152.7032
33.2488,2.3295,1050.8628,152.7032
33.2488,2.3296,1050.8845,152.7032
33.2488,2.3297,1050.9063,152.7032
33.2488,2.3298,1050.9413,152.7032
33.2488,2.3299,1051.076,152.7032
33.2488,2.33,1051.2108,152.7032
33.2488,2.3301,1051.3456,152.7032
33.2488,2.3302,1051.4803,152.7032
33.2488,2.3303,1051.6151,152.7032
33.2488,2.3304,1051.7499,152.7032
33.2488,2.3305,1051.8142,152.7032
33.2488,2.3306,1051.6686,152.7032
33.2488,2.3307,1051.5229,152.7032
33.2488,2.3308,1051.3773,152.7032
33.2488,2.3309,1051.2317,152.7032
33.2488,2.331,1051.0861,152.7032
33.2488,2.3311,1050.9404,152.7032
33.2488,2.3312,1050.8508,152.7032
33.2488,2.3313,1050.8508,152.7032
33.2488,2.3314,1050.8508,152.7032
33.2488,2.3315,1050.8508,152.7032
33.2488,2.3316,1050.8508,152.7032
33.2488,2.3317,1050.8508,152.7032
33.2488,2.3318,1050.8508,152.7032
33.2488,2.3319,1050.8564,152.7032
33.2488,2.332,1050.8673,152.7032
33.2488,2.3321,1050.8782,152.7032
33.2488,2.3322,1050.889,152.7032
33.2488,2.3323,1050.8999,152.7032
33.2488,2.3324,1050.9108,152.7032
33.2488,2.3325,1050.9216,152.7032
33.2488,2.3326,1050.9254,152.7032
33.2488,2.3327,1050.9254,152.7032
33.2488,2.3328,1050.9254,152.7032
33.2488,2.3329,1050.9254,152.7032
33.2488,2.333,1050.9254,152.7032
33.2488,2.3331,1050.9254,152.7032
33.2488,2.3332,1050.9254,152.7032
33.2488,2.3333,1050.811,152.7032
33.2488,2.3334,1050.6654,152.7032
33.2488,2.3335,1050.5198,152.7032
33.2488,2.3336,1050.374,152.7032
33.2488,2.3337,1050.2284,152.7032
33.2488,2.3338,1050.0828,152.7032
33.2488,2.3339,1049.9371,152.7032
33.2488,2.334,1049.6577,152.7032
33.2488,2.3341,1049.3665,152.7032
33.2488,2.3342,1049.0751,152.7032
33.2488,2.3343,1048.7838,152.7032
33.2488,2.3344,1048.4926,152.7032
33.2488,2.3345,1048.2013,152.7032
33.2488,2.3346,1047.9106,152.7032
33.2488,2.3347,1047.6302,152.7032
33.2488,2.3348,1047.3499,152.7032
33.2488,2.3349,1047.0693,152.7032
33.2488,2.335,1046.7889,152.7032
33.2488,2.3351,1046.5085,152.7032
33.2488,2.3352,1046.2281,152.7032
33.2488,2.3353,1045.9979,152.7032
33.2488,2.3354,1045.9871,152.7032
33.2488,2.3355,1045.9762,152.7032
33.2488,2.3356,1045.9653,152.7032
33.2488,2.3357,1045.9545,152.7032
33.2488,2.3358,1045.9436,152.7032
33.2488,2.3359,1045.9327,152.7032
33.2488,2.336,1045.8754,152.7032
33.2488,2.3361,1045.7189,152.7032
33.2488,2.3362,1045.5624,152.7032
33.2488,2.3363,1045.4059,152.7032
33.2488,2.3364,1045.2494,152.7032
33.2488,2.3365,1045.0929,152.7032
33.2488,2.3366,1044.9364,152.7032
33.2488,2.3367,1044.6577,152.7032
33.2488,2.3368,1044.2316,152.7032
33.2488,2.3369,1043.8055,152.7032
33.2488,2.337,1043.3795,152.7032
33.2488,2.3371,1042.9535,152.7032
33.2488,2.3372,1042.5275,152.7032
33.2488,2.3373,1042.1014,152.7032
33.2488,2.3374,1041.7544,152.7032
33.2488,2.3375,1041.4631,152.7032
33.2488,2.3376,1041.1719,152.7032
33.2488,2.3377,1040.8806,152.7032
33.2488,2.3378,1040.5894,152.7032
33.2488,2.3379,1040.2981,152.7032
33.2488,2.338,1040.0068,152.7032
33.2488,2.3381,1039.7234,152.7032
33.2488,2.3382,1039.443,152.7032
33.2488,2.3383,1039.1626,152.7032
33.2488,2.3384,1038.8822,152.7032
33.2488,2.3385,1038.6018,152.7032
33.2488,2.3386,1038.3213,152.7032
33.2488,2.3387,1038.0409,152.7032
33.2488,2.3388,1037.8756,152.7032
33.2488,2.3389,1037.73,152.7032
33.2488,2.339,1037.5844,152.7032
33.2488,2.3391,1037.4387,152.7032
33.2488,2.3392,1037.2931,152.7032
33.2488,2.3393,1037.1475,152.7032
33.2488,2.3394,1037.0018,152.7032
33.2488,2.3395,1036.7124,152.7032
33.2488,2.3396,1036.4211,152.7032
33.2488,2.3397,1036.1298,152.7032
33.2488,2.3398,1035.8385,152.7032
33.2488,2.3399,1035.5472,152.7032
33.2488,2.34,1035.256,152.7032
33.2488,2.3401,1034.9811,152.7032
33.2488,2.3402,1034.8246,152.7032
33.2488,2.3403,1034.6681,152.7032
33.2488,2.3404,1034.5116,152.7032
33.2488,2.3405,1034.3551,152.7032
33.2488,2.3406,1034.1986,152.7032
33.2488,2.3407,1034.042,152.7032
33.2488,2.3408,1033.8911,152.7032
33.2488,2.3409,1033.7563,152.7032
33.2488,2.341,1033.6216,152.7032
33.2488,2.3411,1033.4868,152.7032
33.2488,2.3412,1033.3521,152.7032
33.2488,2.3413,1033.2173,152.7032
33.2488,2.3414,1033.0824,152.7032
33.2488,2.3415,1032.8304,152.7032
33.2488,2.3416,1032.3934,152.7032
33.2488,2.3417,1031.9565,152.7032
33.2488,2.3418,1031.5197,152.7032
33.2488,2.3419,1031.0828,152.7032
33.2488,2.342,1030.6459,152.7032
33.2488,2.3421,1030.209,152.7032
33.2488,2.3422,1029.9241,152.7032
33.2488,2.3423,1029.7784,152.7032
33.2488,2.3424,1029.6327,152.7032
33.2488,2.3425,1029.4871,152.7032
33.2488,2.3426,1029.3414,152.7032
33.2488,2.3427,1029.1958,152.7032
33.2488,2.3428,1029.0502,152.7032
33.2488,2.3429,1028.9045,152.7032
33.2488,2.343,1028.7589,152.7032
33.2488,2.3431,1028.6133,152.7032
33.2489,2.3184,1045.1448,152.7032
33.2489,2.3185,1044.9991,152.7032
33.2489,2.3186,1044.8535,152.7032
33.2489,2.3187,1044.7079,152.7032
33.2489,2.3188,1044.5623,152.7032
33.2489,2.3189,1044.2737,152.7032
33.2489,2.319,1043.9824,152.7032
33.2489,2.3191,1043.6912,152.7032
33.2489,2.3192,1043.3999,152.7032
33.2489,2.3193,1043.1086,152.7032
33.2489,2.3194,1042.8174,152.7032
33.2489,2.3195,1042.5428,152.7032
33.2489,2.3196,1042.3972,152.7032
33.2489,2.3197,1042.2516,152.7032
33.2489,2.3198,1042.106,152.7032
33.2489,2.3199,1041.9603,152.7032
33.2489,2.32,1041.8147,152.7032
33.2489,2.3201,1041.6691,152.7032
33.2489,2.3202,1041.5596,152.7032
33.2489,2.3203,1041.5596,152.7032
33.2489,2.3204,1041.5596,152.7032
33.2489,2.3205,1041.5596,152.7032
33.2489,2.3206,1041.5596,152.7032
33.2489,2.3207,1041.5596,152.7032
33.2489,2.3208,1041.5596,152.7032
33.2489,2.3209,1041.6151,152.7032
33.2489,2.321,1041.7607,152.7032
33.2489,2.3211,1041.9064,152.7032
33.2489,2.3212,1042.052,152.7032
33.2489,2.3213,1042.1976,152.7032
33.2489,2.3214,1042.3434,152.7032
33.2489,2.3215,1042.489,152.7032
33.2489,2.3216,1042.6511,152.7032
33.2489,2.3217,1042.8289,152.7032
33.2489,2.3218,1043.0066,152.7032
33.2489,2.3219,1043.1842,152.7032
33.2489,2.322,1043.3619,152.7032
33.2489,2.3221,1043.5397,152.7032
33.2489,2.3222,1043.7174,152.7032
33.2489,2.3223,1043.8743,152.7032
33.2489,2.3224,1044.0199,152.7032
33.2489,2.3225,1044.1655,152.7032
33.2489,2.3226,1044.3112,152.7032
33.2489,2.3227,1044.4568,152.7032
33.2489,2.3228,1044.6024,152.7032
33.2489,2.3229,1044.748,152.7032
33.2489,2.323,1044.7798,152.7032
33.2489,2.3231,1044.7798,152.7032
33.2489,2.3232,1044.7798,152.7032
33.2489,2.3233,1044.7798,152.7032
33.2489,2.3234,1044.7798,152.7032
33.2489,2.3235,1044.7798,152.7032
33.2489,2.3236,1044.7798,152.7032
33.2489,2.3237,1044.8092,152.7032
33.2489,2.3238,1044.8412,152.7032
33.2489,2.3239,1044.8733,152.7032
33.2489,2.324,1044.9054,152.7032
33.2489,2.3241,1044.9375,152.7032
33.2489,2.3242,1044.9695,152.7032
33.2489,2.3243,1045.0128,152.7032
33.2489,2.3244,1045.2721,152.7032
33.2489,2.3245,1045.5313,152.7032
33.2489,2.3246,1045.7904,152.7032
33.2489,2.3247,1046.0497,152.7032
33.2489,2.3248,1046.3088,152.7032
33.2489,2.3249,1046.568,152.7032
33.2489,2.325,1046.8005,152.7032
33.2489,2.3251,1046.9142,152.7032
33.2489,2.3252,1047.0277,152.7032
33.2489,2.3253,1047.1412,152.7032
33.2489,2.3254,1047.2548,152.7032
33.2489,2.3255,1047.3684,152.7032
33.2489,2.3256,1047.4819,152.7032
33.2489,2.3257,1047.6517,152.7032
33.2489,2.3258,1047.943,152.7032
33.2489,2.3259,1048.2343,152.7032
33.2489,2.326,1048.5256,152.7032
33.2489,2.3261,1048.8169,152.7032
33.2489,2.3262,1049.1082,152.7032
33.2489,2.3263,1049.3994,152.7032
33.2489,2.3264,1049.6251,152.7032
33.2489,2.3265,1049.7708,152.7032
33.2489,2.3266,1049.9164,152.7032
33.2489,2.3267,1050.062,152.7032
33.2489,2.3268,1050.2076,152.7032
33.2489,2.3269,1050.3533,152.7032
33.2489,2.327,1050.4989,152.7032
33.2489,2.3271,1050.5596,152.7032
33.2489,2.3272,1050.5596,152.7032
33.2489,2.3273,1050.5596,152.7032
33.2489,2.3274,1050.5596,152.7032
33.2489,2.3275,1050.5596,152.7032
33.2489,2.3276,1050.5596,152.7032
33.2489,2.3277,1050.5596,152.7032
33.2489,2.3278,1050.5365,152.7032
33.2489,2.3279,1050.5045,152.7032
33.2489,2.328,1050.4724,152.7032
33.2489,2.3281,1050.4403,152.7032
33.2489,2.3282,1050.4082,152.7032
33.2489,2.3283,1050.3762,152.7032
33.2489,2.3284,1050.3441,152.7032
33.2489,2.3285,1050.3394,152.7032
33.2489,2.3286,1050.3394,152.7032
33.2489,2.3287,1050.3394,152.7032
33.2489,2.3288,1050.3394,152.7032
33.2489,2.3289,1050.3394,152.7032
33.2489,2.329,1050.3394,152.7032
33.2489,2.3291,1050.3394,152.7032
33.2489,2.3292,1050.4025,152.7032
33.2489,2.3293,1050.4666,152.7032
33.2489,2.3294,1050.5308,152.7032
33.2489,2.3295,1050.5948,152.7032
33.2489,2.3296,1050.6591,152.7032
33.2489,2.3297,1050.7231,152.7032
33.2489,2.3298,1050.7932,152.7032
33.2489,2.3299,1050.9067,152.7032
33.2489,2.33,1051.0203,152.7032
33.2489,2.3301,1051.1338,152.7032
33.2489,2.3302,1051.2474,152.7032
33.2489,2.3303,1051.361,152.7032
33.2489,2.3304,1051.4745,152.7032
33.2489,2.3305,1051.5229,152.7032
33.2489,2.3306,1051.3773,152.7032
33.2489,2.3307,1051.2317,152.7032
33.2489,2.3308,1051.0861,152.7032
33.2489,2.3309,1050.9404,152.7032
33.2489,2.331,1050.7947,152.7032
33.2489,2.3311,1050.649,152.7032
33.2489,2.3312,1050.5596,152.7032
33.2489,2.3313,1050.5596,152.7032
33.2489,2.3314,1050.5596,152.7032
33.2489,2.3315,1050.5596,152.7032
33.2489,2.3316,1050.5596,152.7032
33.2489,2.3317,1050.5596,152.7032
33.2489,2.3318,1050.5596,152.7032
33.2489,2.3319,1050.5762,152.7032
33.2489,2.332,1050.6083,152.7032
33.2489,2.3321,1050.6403,152.7032
33.2489,2.3322,1050.6724,152.7032
33.2489,2.3323,1050.7045,152.7032
33.2489,2.3324,1050.7366,152.7032
33.2489,2.3325,1050.7686,152.7032
33.2489,2.3326,1050.7798,152.7032
33.2489,2.3327,1050.7798,152.7032
33.2489,2.3328,1050.7798,152.7032
33.2489,2.3329,1050.7798,152.7032
33.2489,2.333,1050.7798,152.7032
33.2489,2.3331,1050.7798,152.7032
33.2489,2.3332,1050.7798,152.7032
33.2489,2.3333,1050.6654,152.7032
33.2489,2.3334,1050.5198,152.7032
33.2489,2.3335,1050.374,152.7032
33.2489,2.3336,1050.2284,152.7032
33.2489,2.3337,1050.0828,152.7032
33.2489,2.3338,1049.9371,152.7032
33.2489,2.3339,1049.7915,152.7032
33.2489,2.334,1049.5121,152.7032
33.2489,2.3341,1049.2208,152.7032
33.2489,2.3342,1048.9294,152.7032
33.2489,2.3343,1048.6382,152.7032
33.2489,2.3344,1048.3469,152.7032
33.2489,2.3345,1048.0557,152.7032
33.2489,2.3346,1047.7661,152.7032
33.2489,2.3347,1047.507,152.7032
33.2489,2.3348,1047.2477,152.7032
33.2489,2.3349,1046.9885,152.7032
33.2489,2.335,1046.7294,152.7032
33.2489,2.3351,1046.4701,152.7032
33.2489,2.3352,1046.2109,152.7032
33.2489,2.3353,1045.994,152.7032
33.2489,2.3354,1045.9619,152.7032
33.2489,2.3355,1045.9299,152.7032
33.2489,2.3356,1045.8978,152.7032
33.2489,2.3357,1045.8657,152.7032
33.2489,2.3358,1045.8336,152.7032
33.2489,2.3359,1045.8016,152.7032
33.2489,2.336,1045.7229,152.7032
33.2489,2.3361,1045.5452,152.7032
33.2489,2.3362,1045.3676,152.7032
33.2489,2.3363,1045.1898,152.7032
33.2489,2.3364,1045.0121,152.7032
33.2489,2.3365,1044.8344,152.7032
33.2489,2.3366,1044.6567,152.7032
33.2489,2.3367,1044.376,152.7032
33.2489,2.3368,1043.9712,152.7032
33.2489,2.3369,1043.5663,152.7032
33.2489,2.337,1043.1615,152.7032
33.2489,2.3371,1042.7567,152.7032
33.2489,2.3372,1042.3518,152.7032
33.2489,2.3373,1041.947,152.7032
33.2489,2.3374,1041.6088,152.7032
33.2489,2.3375,1041.3175,152.7032
33.2489,2.3376,1041.0262,152.7032
33.2489,2.3377,1040.735,152.7032
33.2489,2.3378,1040.4437,152.7032
33.2489,2.3379,1040.1525,152.7032
33.2489,2.338,1039.8612,152.7032
33.2489,2.3381,1039.593,152.7032
33.2489,2.3382,1039.3339,152.7032
33.2489,2.3383,1039.0746,152.7032
33.2489,2.3384,1038.8154,152.7032
33.2489,2.3385,1038.5563,152.7032
33.2489,2.3386,1038.297,152.7032
33.2489,2.3387,1038.0378,152.7032
33.2489,2.3388,1037.8756,152.7032
33.2489,2.3389,1037.73,152.7032
33.2489,2.339,1037.5844,152.7032
33.2489,2.3391,1037.4387,152.7032
33.2489,2.3392,1037.2931,152.7032
33.2489,2.3393,1037.1475,152.7032
33.2489,2.3394,1037.0018,152.7032
33.2489,2.3395,1036.7124,152.7032
33.2489,2.3396,1036.4211,152.7032
33.2489,2.3397,1036.1298,152.7032
33.2489,2.3398,1035.8385,152.7032
33.2489,2.3399,1035.5472,152.7032
33.2489,2.34,1035.256,152.7032
33.2489,2.3401,1034.9785,152.7032
33.2489,2.3402,1034.8008,152.7032
33.2489,2.3403,1034.623,152.7032
33.2489,2.3404,1034.4453,152.7032
33.2489,2.3405,1034.2677,152.7032
33.2489,2.3406,1034.09,152.7032
33.2489,2.3407,1033.9122,152.7032
33.2489,2.3408,1033.7509,152.7032
33.2489,2.3409,1033.6373,152.7032
33.2489,2.341,1033.5237,152.7032
33.2489,2.3411,1033.4102,152.7032
33.2489,2.3412,1033.2966,152.7032
33.2489,2.3413,1033.183,152.7032
33.2489,2.3414,1033.0695,152.7032
33.2489,2.3415,1032.8304,152.7032
33.2489,2.3416,1032.3934,152.7032
33.2489,2.3417,1031.9565,152.7032
33.2489,2.3418,1031.5197,152.7032
33.2489,2.3419,1031.0828,152.7032
33.2489,2.342,1030.6459,152.7032
33.2489,2.3421,1030.209,152.7032
33.2489,2.3422,1029.9241,152.7032
33.2489,2.3423,1029.7784,152.7032
33.2489,2.3424,1029.6327,152.7032
33.2489,2.3425,1029.4871,152.7032
33.2489,2.3426,1029.3414,152.7032
33.2489,2.3427,1029.1958,152.7032
33.2489,2.3428,1029.0502,152.7032
33.2489,2.3429,1028.9045,152.7032
33.2489,2.343,1028.7589,152.7032
33.2489,2.3431,1028.6133,152.7032
33.249,2.3184,1044.8535,152.7032
33.249,2.3185,1044.7079,152.7032
33.249,2.3186,1044.5623,152.7032
33.249,2.3187,1044.4166,152.7032
33.249,2.3188,1044.271,152.7032
33.249,2.3189,1043.9824,152.7032
33.249,2.319,1043.6912,152.7032
33.249,2.3191,1043.3999,152.7032
33.249,2.3192,1043.1086,152.7032
33.249,2.3193,1042.8174,152.7032
33.249,2.3194,1042.5261,152.7032
33.249,2.3195,1042.2516,152.7032
33.249,2.3196,1042.106,152.7032
33.249,2.3197,1041.9603,152.7032
33.249,2.3198,1041.8147,152.7032
33.249,2.3199,1041.6691,152.7032
33.249,2.32,1041.5234,152.7032
33.249,2.3201,1041.3777,152.7032
33.249,2.3202,1041.2683,152.7032
33.249,2.3203,1041.2683,152.7032
33.249,2.3204,1041.2683,152.7032
33.249,2.3205,1041.2683,152.7032
33.249,2.3206,1041.2683,152.7032
33.249,2.3207,1041.2683,152.7032
33.249,2.3208,1041.2683,152.7032
33.249,2.3209,1041.3239,152.7032
33.249,2.321,1041.4695,152.7032
33.249,2.3211,1041.6151,152.7032
33.249,2.3212,1041.7607,152.7032
33.249,2.3213,1041.9064,152.7032
33.249,2.3214,1042.052,152.7032
33.249,2.3215,1042.1976,152.7032
33.249,2.3216,1042.3707,152.7032
33.249,2.3217,1042.5697,152.7032
33.249,2.3218,1042.7687,152.7032
33.249,2.3219,1042.9675,152.7032
33.249,2.322,1043.1665,152.7032
33.249,2.3221,1043.3654,152.7032
33.249,2.3222,1043.5643,152.7032
33.249,2.3223,1043.7286,152.7032
33.249,2.3224,1043.8743,152.7032
33.249,2.3225,1044.0199,152.7032
33.249,2.3226,1044.1655,152.7032
33.249,2.3227,1044.3112,152.7032
33.249,2.3228,1044.4568,152.7032
33.249,2.3229,1044.6024,152.7032
33.249,2.323,1044.6342,152.7032
33.249,2.3231,1044.6342,152.7032
33.249,2.3232,1044.6342,152.7032
33.249,2.3233,1044.6342,152.7032
33.249,2.3234,1044.6342,152.7032
33.249,2.3235,1044.6342,152.7032
33.249,2.3236,1044.6342,152.7032
33.249,2.3237,1044.683,152.7032
33.249,2.3238,1044.7362,152.7032
33.249,2.3239,1044.7896,152.7032
33.249,2.324,1044.8428,152.7032
33.249,2.3241,1044.8961,152.7032
33.249,2.3242,1044.9493,152.7032
33.249,2.3243,1045.0118,152.7032
33.249,2.3244,1045.2498,152.7032
33.249,2.3245,1045.4878,152.7032
33.249,2.3246,1045.7257,152.7032
33.249,2.3247,1045.9637,152.7032
33.249,2.3248,1046.2018,152.7032
33.249,2.3249,1046.4397,152.7032
33.249,2.325,1046.651,152.7032
33.249,2.3251,1046.7434,152.7032
33.249,2.3252,1046.8357,152.7032
33.249,2.3253,1046.9281,152.7032
33.249,2.3254,1047.0205,152.7032
33.249,2.3255,1047.1128,152.7032
33.249,2.3256,1047.2052,152.7032
33.249,2.3257,1047.3605,152.7032
33.249,2.3258,1047.6517,152.7032
33.249,2.3259,1047.943,152.7032
33.249,2.326,1048.2343,152.7032
33.249,2.3261,1048.5256,152.7032
33.249,2.3262,1048.8169,152.7032
33.249,2.3263,1049.1082,152.7032
33.249,2.3264,1049.3339,152.7032
33.249,2.3265,1049.4795,152.7032
33.249,2.3266,1049.6251,152.7032
33.249,2.3267,1049.7708,152.7032
33.249,2.3268,1049.9164,152.7032
33.249,2.3269,1050.062,152.7032
33.249,2.327,1050.2076,152.7032
33.249,2.3271,1050.2683,152.7032
33.249,2.3272,1050.2683,152.7032
33.249,2.3273,1050.2683,152.7032
33.249,2.3274,1050.2683,152.7032
33.249,2.3275,1050.2683,152.7032
33.249,2.3276,1050.2683,152.7032
33.249,2.3277,1050.2683,152.7032
33.249,2.3278,1050.2301,152.7032
33.249,2.3279,1050.1768,152.7032
33.249,2.328,1050.1235,152.7032
33.249,2.3281,1050.0702,152.7032
33.249,2.3282,1050.017,152.7032
33.249,2.3283,1049.9636,152.7032
33.249,2.3284,1049.9104,152.7032
33.249,2.3285,1049.9023,152.7032
33.249,2.3286,1049.9023,152.7032
33.249,2.3287,1049.9023,152.7032
33.249,2.3288,1049.9023,152.7032
33.249,2.3289,1049.9023,152.7032
33.249,2.329,1049.9023,152.7032
33.249,2.3291,1049.9023,152.7032
33.249,2.3292,1050.0073,152.7032
33.249,2.3293,1050.1139,152.7032
33.249,2.3294,1050.2205,152.7032
33.249,2.3295,1050.327,152.7032
33.249,2.3296,1050.4336,152.7032
33.249,2.3297,1050.5402,152.7032
33.249,2.3298,1050.645,152.7032
33.249,2.3299,1050.7374,152.7032
33.249,2.33,1050.8297,152.7032
33.249,2.3301,1050.9221,152.7032
33.249,2.3302,1051.0144,152.7032
33.249,2.3303,1051.1068,152.7032
33.249,2.3304,1051.1991,152.7032
33.249,2.3305,1051.2317,152.7032
33.249,2.3306,1051.0861,152.7032
33.249,2.3307,1050.9404,152.7032
33.249,2.3308,1050.7947,152.7032
33.249,2.3309,1050.649,152.7032
33.249,2.331,1050.5034,152.7032
33.249,2.3311,1050.3578,152.7032
33.249,2.3312,1050.2683,152.7032
33.249,2.3313,1050.2683,152.7032
33.249,2.3314,1050.2683,152.7032
33.249,2.3315,1050.2683,152.7032
33.249,2.3316,1050.2683,152.7032
33.249,2.3317,1050.2683,152.7032
33.249,2.3318,1050.2683,152.7032
33.249,2.3319,1050.2959,152.7032
33.249,2.332,1050.3491,152.7032
33.249,2.3321,1050.4025,152.7032
33.249,2.3322,1050.4557,152.7032
33.249,2.3323,1050.509,152.7032
33.249,2.3324,1050.5623,152.7032
33.249,2.3325,1050.6156,152.7032
33.249,2.3326,1050.6342,152.7032
33.249,2.3327,1050.6342,152.7032
33.249,2.3328,1050.6342,152.7032
33.249,2.3329,1050.6342,152.7032
33.249,2.333,1050.6342,152.7032
33.249,2.3331,1050.6342,152.7032
33.249,2.3332,1050.6342,152.7032
33.249,2.3333,1050.5198,152.7032
33.249,2.3334,1050.374,152.7032
33.249,2.3335,1050.2284,152.7032
33.249,2.3336,1050.0828,152.7032
33.249,2.3337,1049.9371,152.7032
33.249,2.3338,1049.7915,152.7032
33.249,2.3339,1049.6459,152.7032
33.249,2.334,1049.3665,152.7032
33.249,2.3341,1049.0751,152.7032
33.249,2.3342,1048.7838,152.7032
33.249,2.3343,1048.4926,152.7032
33.249,2.3344,1048.2013,152.7032
33.249,2.3345,1047.91,152.7032
33.249,2.3346,1047.6216,152.7032
33.249,2.3347,1047.3835,152.7032
33.249,2.3348,1047.1456,152.7032
33.249,2.3349,1046.9076,152.7032
33.249,2.335,1046.6697,152.7032
33.249,2.3351,1046.4316,152.7032
33.249,2.3352,1046.1936,152.7032
33.249,2.3353,1045.9901,152.7032
33.249,2.3354,1045.9368,152.7032
33.249,2.3355,1045.8835,152.7032
33.249,2.3356,1045.8302,152.7032
33.249,2.3357,1045.777,152.7032
33.249,2.3358,1045.7236,152.7032
33.249,2.3359,1045.6704,152.7032
33.249,2.336,1045.5706,152.7032
33.249,2.3361,1045.3716,152.7032
33.249,2.3362,1045.1727,152.7032
33.249,2.3363,1044.9738,152.7032
33.249,2.3364,1044.7748,152.7032
33.249,2.3365,1044.5759,152.7032
33.249,2.3366,1044.377,152.7032
33.249,2.3367,1044.0944,152.7032
33.249,2.3368,1043.7107,152.7032
33.249,2.3369,1043.3271,152.7032
33.249,2.337,1042.9435,152.7032
33.249,2.3371,1042.5598,152.7032
33.249,2.3372,1042.1763,152.7032
33.249,2.3373,1041.7926,152.7032
33.249,2.3374,1041.4631,152.7032
33.249,2.3375,1041.1719,152.7032
33.249,2.3376,1040.8806,152.7032
33.249,2.3377,1040.5894,152.7032
33.249,2.3378,1040.2981,152.7032
33.249,2.3379,1040.0068,152.7032
33.249,2.338,1039.7156,152.7032
33.249,2.3381,1039.4626,152.7032
33.249,2.3382,1039.2247,152.7032
33.249,2.3383,1038.9867,152.7032
33.249,2.3384,1038.7487,152.7032
33.249,2.3385,1038.5107,152.7032
33.249,2.3386,1038.2727,152.7032
33.249,2.3387,1038.0348,152.7032
33.249,2.3388,1037.8756,152.7032
33.249,2.3389,1037.73,152.7032
33.249,2.339,1037.5844,152.7032
33.249,2.3391,1037.4387,152.7032
33.249,2.3392,1037.2931,152.7032
33.249,2.3393,1037.1475,152.7032
33.249,2.3394,1037.0018,152.7032
33.249,2.3395,1036.7124,152.7032
33.249,2.3396,1036.4211,152.7032
33.249,2.3397,1036.1298,152.7032
33.249,2.3398,1035.8385,152.7032
33.249,2.3399,1035.5472,152.7032
33.249,2.34,1035.256,152.7032
33.249,2.3401,1034.976,152.7032
33.249,2.3402,1034.777,152.7032
33.249,2.3403,1034.5781,152.7032
33.249,2.3404,1034.3792,152.7032
33.249,2.3405,1034.1803,152.7032
33.249,2.3406,1033.9813,152.7032
33.249,2.3407,1033.7823,152.7032
33.249,2.3408,1033.6106,152.7032
33.249,2.3409,1033.5183,152.7032
33.249,2.341,1033.4259,152.7032
33.249,2.3411,1033.3336,152.7032
33.249,2.3412,1033.2412,152.7032
33.249,2.3413,1033.1488,152.7032
33.249,2.3414,1033.0565,152.7032
33.249,2.3415,1032.8304,152.7032
33.249,2.3416,1032.3934,152.7032
33.249,2.3417,1031.9565,152.7032
33.249,2.3418,1031.5197,152.7032
33.249,2.3419,1031.0828,152.7032
33.249,2.342,1030.6459,152.7032
33.249,2.3421,1030.209,152.7032
33.249,2.3422,1029.9241,152.7032
33.249,2.3423,1029.7784,152.7032
33.249,2.3424,1029.6327,152.7032
33.249,2.3425,1029.4871,152.7032
33.249,2.3426,1029.3414,152.7032
33.249,2.3427,1029.1958,152.7032
33.249,2.3428,1029.0502,152.7032
33.249,2.3429,1028.9045,152.7032
33.249,2.343,1028.7589,152.7032
33.249,2.3431,1028.6133,152.7032
33.2491,2.3184,1044.5623,152.7032
33.2491,2.3185,1044.4166,152.7032
33.2491,2.3186,1044.271,152.7032
33.2491,2.3187,1044.1254,152.7032
33.2491,2.3188,1043.9797,152.7032
33.2491,2.3189,1043.6912,152.7032
33.2491,2.319,1043.3999,152.7032
33.2491,2.3191,1043.1086,152.7032
33.2491,2.3192,1042.8174,152.7032
33.2491,2.3193,1042.5261,152.7032
33.2491,2.3194,1042.2349,152.7032
33.2491,2.3195,1041.9603,152.7032
33.2491,2.3196,1041.8147,152.7032
33.2491,2.3197,1041.6691,152.7032
33.2491,2.3198,1041.5234,152.7032
33.2491,2.3199,1041.3777,152.7032
33.2491,2.32,1041.2321,152.7032
33.2491,2.3201,1041.0864,152.7032
33.2491,2.3202,1040.9771,152.7032
